goal ,pledged ,backers ,currency ,main_category ,duration 
3300,8861,149,1,7,2910482.0
4000,880,12,1,7,2592000.0
10000,115,5,1,7,4331331.0
2500,3765,23,1,7,2074879.0
6800,2,2,1,7,2730125.0
300,5,1,1,7,5184000.0
6000,25,4,1,7,3386772.0
54000,765,6,1,7,2592000.0
500,150,3,1,7,2592000.0
823,461,12,1,7,4289348.0
5000,5345,105,1,7,2625527.0
2000,2226,39,1,7,2160000.0
5000,250,4,1,7,2592000.0
225000,546,9,1,7,2592000.0
5000,0,0,1,7,2003046.0
2500,2585,32,1,7,3888000.0
150,10,1,1,7,2592000.0
2000,2148,34,1,7,1289632.0
3000,1,1,1,7,3233640.0
12000,2608,30,1,7,3888000.0
1200,119,2,1,7,1814400.0
1000,1331,21,1,7,2861770.0
80,11,3,1,7,3888000.0
600,21,2,1,7,2588400.0
16000,0,0,1,7,2588400.0
4000,4440,33,1,7,2592000.0
60000,0,0,1,7,2592000.0
250,367,15,1,7,1520610.0
6500,0,0,1,7,4008466.0
4200,12643,164,1,7,1556814.0
500,74,4,1,7,2592000.0
3000,12,3,1,7,2592000.0
3500,3941,77,1,7,2288968.0
1000,250,13,1,7,2592000.0
100,48,3,1,7,1296000.0
2000,2000,19,1,7,7683907.0
15000,15396,188,1,7,2592000.0
650,650,9,1,7,339754.0
700,530,34,1,7,775868.0
350,530,17,1,7,864000.0
12000,2116,22,1,7,3244630.0
7000,899,3,1,7,2592000.0
600,615,24,1,7,2592000.0
1000,1015,15,1,7,2595600.0
600,603,10,1,7,5015963.0
25000,25745,278,1,7,2691660.0
4892,1070,6,1,7,4496806.0
6000,0,0,1,7,1465200.0
25000,651,6,1,7,5180400.0
3500,715,14,1,7,2992409.0
2500,438,14,1,7,3888000.0
2000,2105,30,1,7,2595600.0
330000,26400,134,1,7,4579200.0
900,0,0,1,7,2592000.0
4000,1865,28,1,7,3456000.0
20000,251,2,1,7,2592000.0
800,14,2,1,7,2592000.0
1800,1812,40,1,7,2627201.0
500,0,0,1,7,2588400.0
3000,114,6,1,7,2858886.0
15000,365,11,1,7,2675251.0
1000,1145,39,1,7,2592000.0
350,550,18,1,7,595728.0
1100,1103,30,1,7,1891963.0
10,2645,109,1,7,1296000.0
150,168,12,1,7,1814400.0
1600,1800,19,1,7,959215.0
500,619,15,1,7,2592000.0
1500,20,1,1,7,4468663.0
2000,2340,43,1,7,2163600.0
6100,7395,115,1,7,2588400.0
80000,53,2,1,7,2592000.0
100,114,2,1,7,3046096.0
30,0,0,1,7,2595600.0
2000,2265,27,1,7,2105383.0
308124,21,1,1,7,2592000.0
7700,0,0,1,7,864000.0
550,25,1,1,7,2592000.0
20000,1,1,1,7,5184000.0
7750,5,1,1,7,2851200.0
100000,277,7,1,7,3801600.0
900,1240,38,1,7,2160000.0
500,240,4,1,7,2592000.0
10000,10272,124,1,7,2620750.0
1000,1150,36,1,7,2740582.0
975,300,9,1,7,2592000.0
4000,0,0,1,7,5402281.0
700,13,1,1,7,2678400.0
10000,1167,33,1,7,3024000.0
5500,5772,82,1,7,2595600.0
1300,1480,31,1,7,5184000.0
8500,10275,125,1,7,2592000.0
375,1013,22,1,7,2578194.0
5500,0,0,1,7,5184000.0
2500,3896,28,1,7,2592000.0
1500,1500,10,1,7,1830115.0
885,48,4,1,7,2555079.0
8000,0,0,1,7,2592000.0
800,5674,39,1,7,5184000.0
250000,43,2,1,7,2592000.0
500,51,4,1,7,2588400.0
100,103,3,1,7,5184000.0
3500,745,8,1,7,2592000.0
4800,5500,44,1,7,1724400.0
500,14,2,1,7,1731600.0
25000,3076,26,1,7,2633651.0
335,20,1,1,7,2592000.0
800,810,22,1,7,2545545.0
500000,2938,30,1,7,4734511.0
750,1155,32,1,7,5184000.0
250,84,7,1,7,2672872.0
2000,4267,64,1,7,2592000.0
500,925,17,1,7,1814400.0
5675,754,20,1,7,2588400.0
5000,380,3,1,7,5184000.0
15000,17443,132,1,7,3036783.0
1100,1350,34,1,7,4025821.0
1500,0,0,1,7,2195099.0
500,0,0,1,7,2592000.0
2000,16,2,1,7,2592000.0
35000,0,0,1,7,5184000.0
20000,1,1,1,7,3024000.0
500,511,21,1,7,2635709.0
3000,100,4,1,7,2592000.0
3450,0,0,1,7,5184000.0
310,152,12,1,7,864000.0
10000,125,5,1,7,1099858.0
20000,3625,30,1,7,2592000.0
3000,1010,22,1,7,3021684.0
7000,7602,80,1,7,2246160.0
10000,132,4,1,7,2592000.0
320,331,18,1,7,2592000.0
5000,20,2,1,7,2592000.0
1500,3840,129,1,7,1475257.0
15000,0,0,1,7,1281818580.0
5500,1412,46,1,7,2595600.0
4000,50,1,1,7,2592000.0
5000,0,0,1,7,2588400.0
2500,2550,29,1,7,2592000.0
4000,10,1,1,7,5184000.0
7000,1410,35,1,7,3300928.0
20000,200,4,1,7,5184000.0
550,588,14,1,7,2592000.0
7500,0,0,1,7,5184000.0
25000,4081,77,1,7,2592000.0
5000,6150,55,1,7,1206000.0
5000,100,1,1,7,2592000.0
727,40,2,1,7,2592000.0
1100,1420,38,1,7,678721.0
5000,5602,51,1,7,1296000.0
5000,1200,20,1,7,4178495.0
2800,2918,14,1,7,3542922.0
2500,375,13,1,7,3456000.0
1200,178,2,1,7,2592000.0
5000,5195,42,1,7,3888000.0
400,546,18,1,7,2592000.0
3000,0,0,1,7,2588400.0
3500,1075,13,1,7,1784538.0
350,40,4,1,7,2592000.0
2000,1,1,1,7,2592000.0
22000,27741,295,1,7,2555247.0
2600,350,2,1,7,2538368.0
4200,7160,43,1,7,2795818.0
4200,730,11,1,7,1211069.0
275,2009,67,1,7,2588400.0
30000,0,0,1,7,2592000.0
2500,2617,89,1,7,1372497.0
20000,970,15,1,7,7776000.0
35850,440,3,1,7,3888000.0
6000,0,0,1,7,2592000.0
5000,670,12,1,7,1728000.0
40000,3135,19,1,7,3888000.0
600,0,0,1,7,5184000.0
1000,1085,20,1,7,2588400.0
300,130,5,1,7,812695.0
8000,14034,148,1,7,2678400.0
60000,140,7,1,7,1728000.0
5420,2,2,1,7,2592000.0
10000,205,5,1,7,4223458.0
1600,1615,24,1,7,2592000.0
2800,2930,41,1,7,3888000.0
12000,1275,7,1,7,2886069.0
10000,465,9,1,7,2160000.0
3000,260,6,1,7,2595600.0
350,0,0,1,7,2592000.0
300,151,15,1,7,2156400.0
2000,0,0,1,7,2592000.0
1300,0,0,1,7,2592000.0
2692,3278,51,1,7,3713894.0
10000,21123,282,1,7,3888000.0
4000,75,2,1,7,2592000.0
2000,0,0,1,7,4533917.0
3500,580,8,1,7,1728000.0
1000,485,7,1,7,982237.0
5000,25,1,1,7,2592000.0
10000,11298,172,1,7,1611808.0
1000,1180,22,1,7,5184000.0
2000,0,0,1,7,864000.0
50000,51535,343,1,7,2592000.0
500,530,18,1,7,946907.0
400,274,16,1,7,2595600.0
1000,1230,30,1,7,767283.0
4000,0,0,1,7,5184000.0
1500,2834,47,1,7,2160000.0
7500,18594,78,1,7,3888000.0
5000,345,7,1,7,864000.0
1100,1212,29,1,7,2592000.0
600,655,29,1,7,3888000.0
50,15,2,1,7,2592000.0
1000,2016,42,1,7,3888000.0
6500,9842,55,1,7,2592000.0
1500,20,1,1,7,2220907.0
700,0,0,1,7,2592000.0
5000,40,2,1,7,3132188.0
1500,2085,24,1,7,2592000.0
200,0,0,1,7,2592000.0
4500,1362,11,1,7,2661471.0
800,940,12,1,7,2156400.0
4800,406,9,1,7,3888000.0
50,86,5,1,7,1009950.0
4000,5037,148,1,7,2592000.0
5000,500,1,1,7,2592000.0
2000,111,4,1,7,2592000.0
15000,15000,109,1,7,2428240.0
3750,125,3,1,7,1818000.0
50000,22740,67,1,7,3407490.0
20000,2948,95,1,7,3024000.0
30000,0,0,1,7,2592000.0
5000,5006,18,1,7,2193484.0
40000,40740,206,1,7,3945596.0
5000,9654,217,1,7,2963389.0
2500,0,0,1,7,2592000.0
2500,2560,28,1,7,5184000.0
200,156,11,1,7,3104349.0
5000,1645,30,1,7,2800928.0
10000,23885,80,1,7,2678400.0
3000,1,1,1,7,2708405.0
30000,740,11,1,7,1724400.0
30000,275,2,1,7,2592000.0
2500,201,6,1,7,2592000.0
1000,1000,21,1,7,2592000.0
2000,1,1,1,7,5184000.0
3500,367,7,1,7,2592000.0
7200,7414,202,1,7,4680231.0
4500,0,0,1,7,678977.0
1250,118,6,1,7,2588400.0
7500,7596,77,1,7,3452400.0
10,101,2,1,7,166811.0
4500,5015,31,1,7,2592000.0
150,251,12,1,7,2592000.0
100,118,5,1,7,759840.0
3250,700,16,1,7,5187600.0
2500,316,9,1,7,2595600.0
850,302,12,1,7,1206000.0
4000,196,2,1,7,2592000.0
5000,5415,97,1,7,1401485.0
20000,0,0,1,7,3888000.0
7500,591,11,1,7,2588400.0
1400,260,16,1,7,2590671.0
1888,0,0,1,7,3888000.0
1675,2,2,1,7,2592000.0
10000,10755,84,1,7,5184000.0
2500,2515,16,1,7,2592000.0
3500,31,4,1,7,1900800.0
500,0,0,1,7,2588400.0
5474,800,11,1,7,2592000.0
2500,3039,117,1,7,2592000.0
6000,50,1,1,7,5184000.0
7000,10974,114,1,7,3896784.0
1000,1113,23,1,7,2591925.0
15000,15161,161,1,7,4382423.0
400,1243,20,1,7,2499967.0
700,1055,3,1,7,1843954.0
79385,16,2,1,7,2592000.0
275,428,32,1,7,691200.0
1000,1000,15,1,7,2595600.0
250,28,4,1,7,2592000.0
700,1351,24,1,7,2592000.0
900,250,11,1,7,2592000.0
15000,1190,24,1,7,2592000.0
100,260,11,1,7,1484058.0
40000,3419,68,1,7,2592000.0
15000,6731,62,1,7,2588400.0
4000,25,1,1,7,4105409.0
3564,0,0,1,7,2592000.0
3500,3557,17,1,7,3222584.0
1500,1768,37,1,7,2604237.0
3000,0,0,1,7,2246878.0
800,1230,19,1,7,773576.0
10000,0,0,1,7,4523319.0
275,325,10,1,7,2384262.0
1100,45,1,1,7,604800.0
737,50,1,1,7,2592000.0
1900,215,6,1,7,5356800.0
500,10,1,1,7,2592000.0
5500,3035,61,1,7,2592000.0
2000,12,1,1,7,2592000.0
10000,25,1,1,7,2592000.0
750,0,0,1,7,2592000.0
3500,0,0,1,7,2588400.0
1600,2744,38,1,7,1125908.0
1800,2360,64,1,7,2592000.0
5000,5175,66,1,7,1987200.0
125000,85,3,1,7,5120664.0
5000,1,1,1,7,3888000.0
556,0,0,1,7,2592000.0
25000,2220,10,1,7,3888000.0
5750,6421,156,1,7,1814400.0
8000,1118,23,1,7,2892120.0
3525,1,1,1,7,2595600.0
3500,730,10,1,7,5184000.0
35000,8,4,1,7,5184000.0
2500,2631,28,1,7,2588400.0
2000,629,22,1,7,2588400.0
10000,719,21,1,7,3732090.0
15000,16430,210,1,7,2507161.0
5000,191,5,1,7,3196800.0
350000,191,6,1,7,5184000.0
1000,0,0,1,7,2592000.0
8000,500,6,1,7,2592000.0
10000,45,2,1,7,2592000.0
32000,301,4,1,7,2592000.0
3500,190,10,1,7,2592000.0
500,513,12,1,7,2592000.0
299999,283,9,1,7,5184000.0
500,637,21,1,7,3888000.0
5000,95,3,1,7,2903085.0
10000,0,0,1,7,2592000.0
100,11,2,1,7,2592000.0
3000,200,5,1,7,2595600.0
120,0,0,1,7,5155198.0
400,425,18,1,7,500629.0
4000,2200,25,1,7,2592000.0
3900,6047,127,1,7,2622742.0
1000,0,0,1,7,1482235.0
3500,25,1,1,7,3888000.0
100,100,2,1,7,2571056.0
2000,400,5,1,7,2163579.0
250,0,0,1,7,2592000.0
12500,455,10,1,7,2505600.0
5000,410,15,1,7,1243316.0
1500,1750,26,1,7,1814400.0
1000,1000,8,1,7,1899878.0
75,0,0,1,7,2592000.0
2000,2000,21,1,7,2595600.0
350,420,14,1,7,2592000.0
3500,135,7,1,7,5814565.0
600,1073,36,1,7,5184000.0
1900,25,2,1,7,2592000.0
3500,3512,15,1,7,5184000.0
2000,2283,39,1,7,2592000.0
1000,200,4,1,7,2592000.0
1500,0,0,1,7,7776000.0
4750,5027,112,1,7,1728000.0
1000,1000,27,1,7,1895656.0
10000,0,0,1,7,2592000.0
2500,2520,25,1,7,2592000.0
25000,185,6,1,7,2764800.0
400,436,12,1,7,3472888.0
25000,1610,100,1,7,3456000.0
1000,75,3,1,7,1296000.0
10500,8,1,1,7,2592000.0
10000,0,0,1,7,3888000.0
900,175,3,1,7,2592000.0
350,386,9,1,7,2592000.0
10000,762,24,1,7,2654951.0
6600,681,13,1,7,2592000.0
7500,373,10,1,7,1728000.0
500,50,1,1,7,5184000.0
40000,0,0,1,7,2592000.0
5500,8714,160,1,7,2738539.0
2000,0,0,1,7,5184000.0
13000,13019,65,1,7,2592000.0
600,40,3,1,7,2592000.0
500,162,8,1,7,432000.0
5000,6860,71,1,7,2926146.0
5000,5485,62,1,7,2588400.0
400,46,2,1,7,2592000.0
250,605,17,1,7,2592000.0
1000,1200,14,1,7,3540179.0
10000,21,3,1,7,2592000.0
1500,2637,68,1,7,2592000.0
200,35,3,1,7,2700281.0
500,0,0,1,7,1920358.0
4000,492,11,1,7,2592000.0
2000,61,4,1,7,2488467.0
2250,2260,29,1,7,3741978.0
300,427,9,1,7,2595600.0
10768,57,1,1,7,2592000.0
400,0,0,1,7,2592000.0
5000,6158,100,1,7,2592000.0
1050,2120,29,1,7,2595600.0
1,1,1,1,7,2592000.0
5000,1169,9,1,7,7340558.0
5000,5353,47,1,7,2595600.0
10000,0,0,1,7,2592000.0
3000,100,2,1,7,5184000.0
20000,0,0,1,7,2592000.0
5500,386,7,1,7,2137603.0
30000,40369,424,1,7,5184000.0
3000,330,3,1,7,3456000.0
3500,4188,35,1,7,1814400.0
3000,3058,35,1,7,3719327.0
1400,1476,42,1,7,1818053.0
600,7457,113,1,7,3888000.0
10000,10607,93,1,7,3456000.0
300,1510,34,1,7,1403711.0
10000,0,0,1,7,2592000.0
15000,0,0,1,7,5138230.0
15000,25772,245,1,7,2592000.0
8200,2643,18,1,7,2246400.0
1575,2401,67,1,7,3060431.0
652,125,8,1,7,1186476.0
3000,3526,39,1,7,2592000.0
4500,75,1,1,7,3612191.0
100000,0,0,1,7,5047699.0
5000,6240,54,1,7,2955462.0
10000,7,3,1,7,3456000.0
170,185,10,1,7,794515.0
7000,692,10,1,7,5062817.0
4000,4173,75,1,7,1209600.0
5000,15,2,1,7,2455893.0
75000,24183,393,1,7,3456000.0
5000,5011,79,1,7,5180400.0
500,30,2,1,7,2591540.0
5500,5790,110,1,7,2592000.0
12000,1601,13,1,7,2592000.0
950,1,1,1,7,2592000.0
1400,2498,23,1,7,1266383.0
30000,236,5,1,7,2592000.0
1000,1100,17,1,7,1049995.0
2500,40,1,1,7,2592000.0
1776,35,2,1,7,2592000.0
5000,5500,57,1,7,5184000.0
10000,12373,76,1,7,6766123.0
122000,2374,9,1,7,1900800.0
1100,290,6,1,7,3456000.0
700,100,3,1,7,2403952.0
4000,10,1,1,7,4487909.0
2750,25,1,1,7,2592000.0
2000,2150,55,1,7,2592000.0
5000,5166,83,1,7,1348068.0
1000,450,8,1,7,2592000.0
20000,20975,169,1,7,3456000.0
1500,1543,15,1,7,2592000.0
2000,75,3,1,7,2412243.0
1000,2293,37,1,7,2592000.0
5000,150,3,1,7,5184000.0
4900,1975,19,1,7,2592000.0
2500,3310,61,1,7,2592000.0
1500,231,7,1,7,2678400.0
600,1190,44,1,7,1814400.0
8000,8105,76,1,7,5184000.0
7500,278,6,1,7,2592000.0
7300,451,11,1,7,5184000.0
7500,9165,114,1,7,3681126.0
3000,3050,48,1,7,5184000.0
150,0,0,1,7,1902813.0
500,65,3,1,7,2592000.0
5000,0,0,1,7,1296000.0
30000,13,4,1,7,5184000.0
5000,5000,54,1,7,7767028.0
7000,7325,43,1,7,5735550.0
7000,105,2,1,7,2592000.0
2500,2507,57,1,7,2595600.0
250,366,24,1,7,2160000.0
1200,1277,33,1,7,5184000.0
1250,0,0,1,7,2595600.0
3500,3745,66,1,7,1382400.0
2400,2420,32,1,7,2775742.0
2000,0,0,1,7,3024000.0
8000,85,3,1,7,3460860.0
2000,3250,69,1,7,2725803.0
8000,8601,61,1,7,1755610.0
3000,3390,105,1,7,5184000.0
6000,6760,57,1,7,2496287.0
2500,5821,130,1,7,1841414.0
5000,450,9,1,7,2592000.0
1200,422,10,1,7,5184000.0
1000,437,13,1,7,5184000.0
1000,1100,7,1,7,2160000.0
2000,2087,50,1,7,2332800.0
75000,1,1,1,7,5187600.0
400,1802,125,1,7,3024000.0
10000,0,0,1,7,2073600.0
1200,270,3,1,7,2177740.0
500,0,0,1,7,2592000.0
4900,5378,77,1,7,2419200.0
15000,16181,98,1,7,3283200.0
150,155,5,1,7,903414.0
4300,5552,60,1,7,2592000.0
600,680,20,1,7,3110400.0
3500,5224,130,1,7,2592000.0
1500,2106,54,1,7,2588400.0
30000,1541,8,1,7,2592000.0
15000,0,0,1,7,2592000.0
5000,0,0,1,7,2588400.0
13240,240,9,1,7,1468800.0
10000,610,24,1,7,2601415.0
650,269,9,1,7,2592000.0
3000,10,1,1,7,2595600.0
6000,7782,77,1,7,2592000.0
500,543,9,1,7,719918.0
500,500,7,1,7,5187600.0
20,1,1,1,7,2595600.0
300,406,8,1,7,2588400.0
8000,8107,121,1,7,1987200.0
1000,526,5,1,7,2272321.0
1000,418,12,1,7,3024000.0
4200,3277,70,1,7,3674773.0
9500,385,6,1,7,3888000.0
14000,65,3,1,7,7776000.0
3800,3800,30,1,7,4369276.0
2500,0,0,1,7,5271355.0
30000,3549,35,1,7,2592000.0
1500,1727,41,1,7,2592000.0
555,1679,30,1,7,1392164.0
1600,10,1,1,7,2592000.0
400,400,9,1,7,2592000.0
15000,802,17,1,7,5184000.0
18000,1360,10,1,7,2595600.0
3500,70,3,1,7,4662270.0
300,320,9,1,7,2159700.0
5000,5137,48,1,7,2594781.0
200,211,18,1,7,2592000.0
500,1191,24,1,7,1296000.0
4000,0,0,1,7,2592000.0
8750,115,3,1,7,3456000.0
550,1275,76,1,7,2678400.0
50000,25,1,1,7,5184000.0
3000,4497,75,1,7,3024000.0
28000,7,3,1,7,3024000.0
2500,25,1,1,7,2592000.0
2000,0,0,1,7,5184000.0
55000,3591,62,1,7,2592000.0
10000,41,3,1,7,2592000.0
3000,0,0,1,7,2592000.0
500,25,1,1,7,2592000.0
25000,25,1,1,7,2592000.0
19000,11,2,1,7,2592000.0
5000,5177,50,1,7,2850957.0
500,70,2,1,7,2592000.0
2000,0,0,1,7,2592000.0
18000,32,3,1,7,3536200.0
2000,0,0,1,7,2592000.0
1000,160,2,1,7,342070.0
800,1,1,1,7,1296000.0
1000,60,3,1,7,3027600.0
12000,1476,14,1,7,2592000.0
650,1250,20,1,7,1771638.0
1500,5,1,1,7,2592000.0
25000,0,0,1,7,2592000.0
10,31,7,1,7,691200.0
175,10,2,1,7,2592000.0
2500,3470,82,1,7,3574792.0
7000,7134,48,1,7,2595600.0
7500,7626,45,1,7,2592000.0
5000,7585,94,1,7,1980608.0
2000,271,7,1,7,2588400.0
35300,5,1,1,7,2595600.0
22000,2871,12,1,7,5184000.0
150,372,18,1,7,2592000.0
2000,255,4,1,7,5184000.0
6000,10952,270,1,7,2592000.0
4650,0,0,1,7,5184000.0
600,431,17,1,7,2592000.0
5000,531,7,1,7,2455057.0
3500,3566,30,1,7,2592000.0
10000,3065,36,1,7,2336688.0
400,195,5,1,7,2592000.0
3000,4436,52,1,7,2592000.0
5000,125,4,1,7,2592000.0
1000,1810,52,1,7,4099472.0
1000,75,1,1,7,5184000.0
1400,0,0,1,7,5187600.0
500,46,3,1,7,3705614.0
500,0,0,1,7,3888000.0
10000,0,0,1,7,2592000.0
5000,5320,55,1,7,1728000.0
2400,80,1,1,7,2592000.0
14537,1900,42,1,7,2505600.0
4500,4935,111,1,7,3325190.0
3000,66,2,1,7,2770091.0
2000,2810,56,1,7,3196800.0
65,90,2,1,7,3456000.0
7800,3513,59,1,7,1413500.0
5000,21,2,1,7,2160000.0
4000,4255,66,1,7,5383892.0
47000,0,0,1,7,3361028.0
2000,2046,26,1,7,2592000.0
5400,930,15,1,7,3974400.0
1560,60,3,1,7,3715200.0
1600,0,0,1,7,2592000.0
5000,0,0,1,7,2628881.0
900,340,4,1,7,3888000.0
6000,0,0,1,7,1490342.0
4000,0,0,1,7,2592000.0
650,671,16,1,7,5181856.0
1200,744,10,1,7,1513148.0
500,198,4,1,7,2592000.0
750,910,13,1,7,2592000.0
3000,3175,51,1,7,2619734.0
3000,7065,24,1,7,2592000.0
100,355,11,1,7,2160000.0
1000,1175,26,1,7,4132623.0
1299,0,0,1,7,2592000.0
12650,0,0,1,7,2592000.0
8800,335,3,1,7,2592000.0
9500,1524,23,1,7,3888000.0
30000,36377,201,1,7,4683121.0
3000,81,3,1,7,1209600.0
3500,0,0,1,7,2592000.0
2500,263,10,1,7,2592000.0
2500,25,2,1,7,4320000.0
1000,0,0,1,7,2592000.0
12,419,18,1,7,1194872.0
2867,190,7,1,7,3888000.0
5000,5143,32,1,7,2592000.0
500,162,12,1,7,2592000.0
1000,91,2,1,7,2592000.0
945,989,25,1,7,3888000.0
20000,50,3,1,7,4141661.0
2000,2281,28,1,7,5180300.0
7000,155,3,1,7,2592000.0
6800,6833,34,1,7,2851200.0
20000,550,4,1,7,5187600.0
3000,3085,58,1,7,2599179.0
8500,20,1,1,7,5101361.0
500,130,7,1,7,5184000.0
75000,236,5,1,7,2592000.0
1400,84,4,1,7,2592000.0
30000,1120,14,1,7,4143912.0
6000,6165,86,1,7,2604779.0
500,0,0,1,7,3888000.0
175,351,9,1,7,2592000.0
350,376,8,1,7,1445940.0
5500,0,0,1,7,2588400.0
10500,771,5,1,7,2592000.0
275000,470,10,1,7,5184000.0
3500,1375,21,1,7,7705632.0
2100,2344,48,1,7,1814400.0
5000,6212,68,1,7,3620406.0
5000,498,9,1,7,7704609.0
2000,1260,6,1,7,2592000.0
25,80,4,1,7,2592000.0
775,775,16,1,7,1513031.0
2500,25,1,1,7,2592000.0
600,1560,44,1,7,2592000.0
3000,3510,46,1,7,2595600.0
3000,561,9,1,7,455317.0
2100,0,0,1,7,864000.0
800,0,0,1,7,2588383.0
22000,1891,47,1,7,2367020.0
600,70,4,1,7,2160000.0
7500,0,0,1,7,2595600.0
750,786,38,1,7,2592000.0
1000,1070,34,1,7,3456000.0
10000,1017,16,1,7,1814400.0
35000,4337,37,1,7,2592000.0
5000,52,6,1,7,3024000.0
10000,50,1,1,7,2592000.0
2000,3020,35,1,7,1728000.0
2000,2358,42,1,7,1231053.0
1500,3639,48,1,7,2592000.0
40000,3748,74,1,7,5184000.0
12470,875,9,1,7,1245868.0
6000,0,0,1,7,3888000.0
3707,3825,9,1,7,2374253.0
100,159,12,1,7,1728000.0
9000,625,4,1,7,1639426.0
20000,1,1,1,7,2592000.0
5000,1403,27,1,7,1859484.0
1000,5,1,1,7,2595600.0
6000,410,8,1,7,1650253.0
7000,8160,65,1,7,2861799.0
1000,1822,38,1,7,1296000.0
5000,5021,42,1,7,2764800.0
5000,105,2,1,7,7742345.0
8000,11441,196,1,7,2841044.0
3000,3050,55,1,7,2077174.0
8500,391,9,1,7,3888000.0
6500,136,4,1,7,2648501.0
500,540,15,1,7,874902.0
25000,0,0,1,7,3888000.0
3200,4375,75,1,7,2592000.0
1500,0,0,1,7,1299600.0
1200,1306,31,1,7,1468800.0
40,40,2,1,7,3715200.0
16000,16001,76,1,7,2592000.0
3000,3436,93,1,7,2575232.0
1200,380,3,1,7,5192648.0
5000,0,0,1,7,2864379.0
500,0,0,1,7,2592000.0
5000,30,2,1,7,3311257.0
8,13,2,1,7,1414799.0
9000,9320,100,1,7,2592000.0
250000,3379,18,1,7,2592000.0
2000,2280,32,1,7,1535762.0
500,594,21,1,7,2595600.0
3000,3266,56,1,7,2592000.0
11500,0,0,1,7,3801392.0
3000,3906,51,1,7,3888000.0
200,250,5,1,7,2592000.0
1400,1565,9,1,7,1641600.0
13500,895,12,1,7,2592000.0
1350,2176,47,1,7,2588400.0
5000,16613,272,1,7,1650182.0
2500,2745,67,1,7,3888000.0
20000,20857,70,1,7,5184000.0
10000,2931,71,1,7,7866000.0
1000,1447,21,1,7,1310141.0
3000,758,49,1,7,2763766.0
3500,225,9,1,7,3024000.0
3000,75,3,1,7,5184000.0
400,0,0,1,7,3888000.0
2500,96,5,1,7,2224627.0
4000,70,4,1,7,7862400.0
5000,31,4,1,7,5184000.0
7500,560,7,1,7,2592000.0
15000,17655,187,1,7,2592000.0
5000,5532,71,1,7,5184000.0
100,578,81,1,7,1209600.0
4500,4505,26,1,7,1819751.0
16000,925,17,1,7,1728000.0
5000,150,2,1,7,2588400.0
100,0,0,1,7,1380235.0
5000,330,1,1,7,2163600.0
850,150,1,1,7,2588400.0
4000,4275,35,1,7,3888000.0
2000,202,6,1,7,1213265.0
3000,26,2,1,7,2588400.0
500,541,20,1,7,864000.0
4000,72,4,1,7,2592000.0
30000,31018,340,1,7,2620688.0
500,1180,16,1,7,3150491.0
1000,1120,19,1,7,2592000.0
100,100,5,1,7,2588400.0
10000,10579,52,1,7,5184000.0
400,0,0,1,7,5254787.0
10000,1153,14,1,7,5184000.0
10000,0,0,1,7,2592000.0
9000,0,0,1,7,2673372.0
80000,0,0,1,7,3640375.0
480,495,23,1,7,2419200.0
8000,1097,26,1,7,2285460.0
1500,253,6,1,7,1209600.0
5000,146,8,1,7,1296000.0
200,227,15,1,7,5187600.0
100000,25,1,1,7,5187600.0
25000,5880,30,1,7,2511886.0
3000,140,4,1,7,3435462.0
2500,5,1,1,7,2592000.0
5000,1,1,1,7,2586894.0
1500,340,4,1,7,2592000.0
500,0,0,1,7,2592000.0
500,0,0,1,7,4059113.0
79210,2939,33,1,7,2419200.0
1600,1785,40,1,7,2588400.0
2700,4556,144,1,7,2588400.0
1,0,0,1,7,7064032.0
3000,50,1,1,7,3899929.0
36000,10,1,1,7,2592000.0
500,786,28,1,7,2624684.0
2500,3030,49,1,7,2588400.0
5000,25,1,1,7,1486642.0
30,449,11,1,7,1640460.0
1250,1406,47,1,7,864000.0
7500,375,5,1,7,2592000.0
125800,53,6,1,7,4765345.0
5500,234,5,1,7,2588400.0
500,40,3,1,7,2592000.0
10000,2890,25,1,7,2592000.0
795,931,26,1,7,3963812.0
13600,17045,42,1,7,3891600.0
7000,0,0,1,7,4146512.0
1700,32,4,1,7,2592000.0
25000,1002,20,1,7,2592000.0
10000,0,0,1,7,5184000.0
500,7170,253,1,7,1296000.0
2700,1851,43,1,7,2634003.0
2700,2726,23,1,7,2163600.0
600,600,13,1,7,673418.0
5000,0,0,1,7,2160000.0
5750,6121,37,1,7,5184000.0
7000,0,0,1,7,2592000.0
1000,5550,22,1,7,1497850.0
1400,0,0,1,7,819802.0
5000,56,2,1,7,2588400.0
1200,441,12,1,7,2592000.0
3000,3185,38,1,7,2592000.0
5500,20,1,1,7,2592000.0
2400,2555,36,1,7,2592000.0
2300,50,1,1,7,5184000.0
5000,712,22,1,7,2592000.0
2125,514,13,1,7,2160000.0
25000,81,5,1,7,5184000.0
20,22,1,1,7,604800.0
500,176,9,1,7,2592000.0
2000,2030,48,1,7,1380003.0
80000,0,0,1,7,2595600.0
2800,3164,63,1,7,2592000.0
20,0,0,1,7,1814400.0
650,1095,15,1,7,3888000.0
2200,2266,54,1,7,2588400.0
8000,8229,130,1,7,3456000.0
300,545,13,1,7,4029600.0
150,0,0,1,7,943566.0
1200,1855,57,1,7,1728000.0
3650,0,0,1,7,5147601.0
3500,10,1,1,7,2592000.0
24000,50,2,1,7,2592000.0
2300,2465,19,1,7,3456000.0
475,515,20,1,7,2937600.0
875,264,7,1,7,2509069.0
1500,0,0,1,7,3888000.0
30000,460,7,1,7,2592000.0
